factor_key,country_code,country_name,year,method,unit,value_kg_co2e_per_kwh,source_ref,status,notes
electricity_si_1997_lc,SI,Slovenia,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.431430671514738,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_si_1998_lc,SI,Slovenia,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.456878015469703,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_si_1999_lc,SI,Slovenia,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.401397769706238,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_si_2000_lc,SI,Slovenia,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.366018522623337,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_si_2001_lc,SI,Slovenia,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.397901741236828,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_si_2002_lc,SI,Slovenia,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.416866958223498,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_si_2003_lc,SI,Slovenia,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.426731705985939,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_si_2004_lc,SI,Slovenia,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.409487920381961,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_si_2005_lc,SI,Slovenia,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.426198386652298,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_si_2006_lc,SI,Slovenia,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.439113108532949,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_si_2007_lc,SI,Slovenia,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.479985481469548,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_si_2008_lc,SI,Slovenia,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.427905478335878,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_si_2009_lc,SI,Slovenia,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.369955722863753,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_si_2010_lc,SI,Slovenia,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.354514863869238,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_si_2011_lc,SI,Slovenia,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.408193415369945,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_si_2012_lc,SI,Slovenia,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.356104865343511,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_si_2013_lc,SI,Slovenia,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.337073167614305,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_si_2014_lc,SI,Slovenia,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.256588610946556,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_si_2015_lc,SI,Slovenia,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.285906871283442,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_si_2016_lc,SI,Slovenia,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.287425410799805,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_si_2017_lc,SI,Slovenia,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.270243666751578,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_si_2018_lc,SI,Slovenia,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.248931835736046,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_si_2019_lc,SI,Slovenia,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.249585651854157,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_si_2020_lc,SI,Slovenia,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.242274871836385,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_si_2021_lc,SI,Slovenia,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.234854901585489,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_sk_1990_lc,SK,Slovakia,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.601658385406525,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_sk_1991_lc,SK,Slovakia,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.708247182860762,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_sk_1992_lc,SK,Slovakia,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.657651095886402,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_sk_1993_lc,SK,Slovakia,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.646566726469772,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_sk_1994_lc,SK,Slovakia,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.539500718101141,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_sk_1995_lc,SK,Slovakia,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.575229640278791,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_sk_1996_lc,SK,Slovakia,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.591320477894001,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_sk_1997_lc,SK,Slovakia,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.631949957734026,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_sk_1998_lc,SK,Slovakia,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.605843016489816,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_sk_1999_lc,SK,Slovakia,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.572876663304242,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_sk_2000_lc,SK,Slovakia,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.504765256463881,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_sk_2001_lc,SK,Slovakia,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.465853167759429,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_sk_2002_lc,SK,Slovakia,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.45833601340179,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_sk_2003_lc,SK,Slovakia,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.526090684718443,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_sk_2004_lc,SK,Slovakia,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.491111775395091,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_sk_2005_lc,SK,Slovakia,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.487694030495044,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_sk_2006_lc,SK,Slovakia,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.48736877004526,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_sk_2007_lc,SK,Slovakia,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.563691266892606,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_sk_2008_lc,SK,Slovakia,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.463491778498384,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_sk_2009_lc,SK,Slovakia,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.459404477401107,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_sk_2010_lc,SK,Slovakia,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.397994905974945,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_sk_2011_lc,SK,Slovakia,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.472120761673558,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_sk_2012_lc,SK,Slovakia,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.503006640901062,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_sk_2013_lc,SK,Slovakia,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.40816519985439,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_sk_2014_lc,SK,Slovakia,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.447131643863705,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_sk_2015_lc,SK,Slovakia,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.503449807659676,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_sk_2016_lc,SK,Slovakia,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.455263256308308,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_sk_2017_lc,SK,Slovakia,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.470231570912889,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_sk_2018_lc,SK,Slovakia,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.408601292495955,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_sk_2019_lc,SK,Slovakia,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.397299222229891,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_sk_2020_lc,SK,Slovakia,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.381219523409429,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_sk_2021_lc,SK,Slovakia,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.39585242003102,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_fi_1990_lc,FI,Finland,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.209165058243485,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_fi_1991_lc,FI,Finland,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.222677994208129,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_fi_1992_lc,FI,Finland,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.17928490228701,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_fi_1993_lc,FI,Finland,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.223737750359454,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_fi_1994_lc,FI,Finland,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.293613898864878,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_fi_1995_lc,FI,Finland,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.260392519837237,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_fi_1996_lc,FI,Finland,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.345458688587304,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_fi_1997_lc,FI,Finland,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.296948176806465,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_fi_1998_lc,FI,Finland,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.216570473810734,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_fi_1999_lc,FI,Finland,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.211923987681927,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_fi_2000_lc,FI,Finland,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.191313344467909,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_fi_2001_lc,FI,Finland,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.24036446915105,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_fi_2002_lc,FI,Finland,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.25960540985078,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_fi_2003_lc,FI,Finland,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.338168140284483,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_fi_2004_lc,FI,Finland,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.28765037818768,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_fi_2005_lc,FI,Finland,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.168541254862461,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_fi_2006_lc,FI,Finland,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.287331706932594,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_fi_2007_lc,FI,Finland,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.284938251979172,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_fi_2008_lc,FI,Finland,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.226276369184305,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_fi_2009_lc,FI,Finland,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.231631565378885,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_fi_2010_lc,FI,Finland,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.27485704176687,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_fi_2011_lc,FI,Finland,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.223587589001171,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_fi_2012_lc,FI,Finland,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.14476327558762,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_fi_2013_lc,FI,Finland,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.185873019588817,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_fi_2014_lc,FI,Finland,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.143876139395766,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_fi_2015_lc,FI,Finland,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.105689809824673,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_fi_2016_lc,FI,Finland,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.119977671532858,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_fi_2017_lc,FI,Finland,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.116619503331294,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_fi_2018_lc,FI,Finland,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.129447086321646,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_fi_2019_lc,FI,Finland,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0954827773945797,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_fi_2020_lc,FI,Finland,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0712242977344344,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_fi_2021_lc,FI,Finland,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0734289173870758,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_se_1990_lc,SE,Sweden,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0170062593455785,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_se_1991_lc,SE,Sweden,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0305254282145732,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_se_1992_lc,SE,Sweden,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0331559620481624,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_se_1993_lc,SE,Sweden,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0324585037592827,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_se_1994_lc,SE,Sweden,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0399427311473921,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_se_1995_lc,SE,Sweden,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0276391301455421,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_se_1996_lc,SE,Sweden,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.10950549726065,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_se_1997_lc,SE,Sweden,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0581947830554984,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_se_1998_lc,SE,Sweden,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0404923427513674,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_se_1999_lc,SE,Sweden,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0330491243613336,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_se_2000_lc,SE,Sweden,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.030321440736082,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_se_2001_lc,SE,Sweden,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.041323225012061,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_se_2002_lc,SE,Sweden,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0568282578172728,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_se_2003_lc,SE,Sweden,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.115402169205829,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_se_2004_lc,SE,Sweden,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0760772803936477,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_se_2005_lc,SE,Sweden,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0398337439129101,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_se_2006_lc,SE,Sweden,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0729305106371409,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_se_2007_lc,SE,Sweden,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0409100614260862,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_se_2008_lc,SE,Sweden,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0356625628771386,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_se_2009_lc,SE,Sweden,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0474680587512115,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_se_2010_lc,SE,Sweden,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.067899266703236,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_se_2011_lc,SE,Sweden,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0413654411574748,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_se_2012_lc,SE,Sweden,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0249713337394184,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
